prodClass,Species,productivityCode,speciesCode,Age0,Age1,Age2,Age3,Age4,Age5,Age6,Age7,Age8,Age9,Age10,Age11,Age12,Age13,Age14,Age15,Age16,Age17,Age18,Age19,Age20,Age21,Age22,Age23,Age24,Age25,Age26,Age27,Age28,Age29,Age30,Age31,Age32,Age33,Age34,Age35,Age36,Age37,Age38,Age39,Age40,Age41,Age42,Age43,Age44,Age45,Age46,Age47,Age48,Age49,Age50,Age51,Age52,Age53,Age54,Age55,Age56,Age57,Age58,Age59,Age60,Age61,Age62,Age63,Age64,Age65,Age66,Age67,Age68,Age69,Age70,Age71,Age72,Age73,Age74,Age75,Age76,Age77,Age78,Age79,Age80,Age81,Age82,Age83,Age84,Age85,Age86,Age87,Age88,Age89,Age90,Age91,Age92,Age93,Age94,Age95,Age96,Age97,Age98,Age99,Age100,Age101,Age102,Age103,Age104,Age105,Age106,Age107,Age108,Age109,Age110,Age111,Age112,Age113,Age114,Age115,Age116,Age117,Age118,Age119,Age120,Age121,Age122,Age123,Age124,Age125,Age126,Age127,Age128,Age129,Age130,Age131,Age132,Age133,Age134,Age135,Age136,Age137,Age138,Age139,Age140,Age141,Age142,Age143,Age144,Age145,Age146,Age147,Age148,Age149,Age150,Age151,Age152,Age153,Age154,Age155,Age156,Age157,Age158,Age159,Age160,Age161,Age162,Age163,Age164,Age165,Age166,Age167,Age168,Age169,Age170,Age171,Age172,Age173,Age174,Age175,Age176,Age177,Age178,Age179,Age180,Age181,Age182,Age183,Age184,Age185,Age186,Age187,Age188,Age189,Age190,Age191,Age192,Age193,Age194,Age195,Age196,Age197,Age198,Age199,Age200,Age201,Age202,Age203,Age204,Age205,Age206,Age207,Age208,Age209,Age210,Age211,Age212,Age213,Age214,Age215,Age216,Age217,Age218,Age219,Age220,Age221,Age222,Age223,Age224,Age225,Age226,Age227,Age228,Age229,Age230,Age231,Age232,Age233,Age234,Age235,Age236,Age237,Age238,Age239,Age240,Age241,Age242,Age243,Age244,Age245,Age246,Age247,Age248,Age249,Age250
G,Balsam fir,1,1,0,3.139662461,6.334449498,9.524587583,12.6971164,15.84595403,18.96761423,22.05988734,25.12128988,28.15079218,31.14766757,34.11140181,37.04163542,39.93812504,42.8007166,45.62932606,48.42392526,51.1845312,53.91119788,56.60400984,59.26307709,61.88853104,64.48052117,67.03921229,69.56478229,72.05742023,74.5173248,76.94470287,79.33976842,81.70274152,84.03384745,86.33331597,88.60138069,90.83827847,93.04424892,95.21953398,97.36437754,99.47902503,101.5637232,103.6187197,105.6442631,107.6406024,109.6079868,111.5466658,113.4568889,115.3389054,117.1929644,119.0193143,120.8182032,122.5898787,124.3345874,126.0525753,127.7440875,129.4093682,131.0486604,132.6622062,134.2502468,135.8130219,137.3507702,138.8637292,140.3521349,141.8162223,143.256225,144.672375,146.0649033,147.4340393,148.780011,150.1030449,151.4033663,152.6811987,153.9367644,155.1702841,156.3819771,157.572061,158.740752,159.8882649,161.0148129,162.1206076,163.2058592,164.2707762,165.3155657,166.3404334,167.3455832,168.3312175,169.2975375,170.2447424,171.1730303,172.0825975,172.9736389,173.8463478,174.7009161,175.5375341,176.3563906,177.1576731,177.9415672,178.7082574,179.4579266,180.1907561,180.9069258,181.6066143,182.2899985,182.957254,183.6085548,184.2440737,184.8639818,185.4684491,186.0576438,186.631733,187.1908823,187.7352558,188.2650164,188.7803255,189.2813432,189.7682281,190.2411377,190.7002278,191.1456532,191.5775673,191.9961219,192.4014679,192.7937546,193.1731301,193.5397412,193.8937335,194.2352512,194.5644373,194.8814335,195.1863804,195.4794171,195.7606818,196.0303113,196.288441,196.5352055,196.7707378,196.9951701,197.2086331,197.4112565,197.6031688,197.7844974,197.9553683,198.1159067,198.2662365,198.4064805,198.5367603,198.6571967,198.767909,198.8690156,198.960634,199.0428802,199.1158696,199.1797162,199.2345331,199.2804323,199.3175249,199.3459208,199.365729,199.3770574,199.3800129,199.3747016,199.3612284,199.3396973,199.3102112,199.2728723,199.2277817,199.1750394,199.1147448,199.046996,198.9718905,198.8895246,198.7999938,198.7033928,198.5998153,198.4893541,198.3721011,198.2481474,198.1175832,197.9804979,197.8369798,197.6871166,197.5309951,197.3687013,197.2003202,197.0259361,196.8456326,196.6594923,196.4675971,196.2700281,196.0668655,195.8581888,195.6440768,195.4246074,195.1998579,194.9699047,194.7348234,194.494689,194.2495757,193.999557,193.7447056,193.4850936,193.2207922,192.9518722,192.6784032,192.4004547,192.1180951,191.8313921,191.5404131,191.2452244,190.9458918,190.6424806,190.3350551,190.0236793,189.7084163,189.3893288,189.0664785,188.7399268,188.4097343,188.0759612,187.7386668,187.39791,187.053749,186.7062414,186.3554442,186.001414,185.6442065,185.283877,184.9204804,184.5540706,184.1847013,183.8124255,183.4372957,183.0593638,182.6786812,182.2952987,181.9092667,181.5206349,181.1294525,180.7357684,180.3396306,179.941087,179.5401847,179.1369705,178.7314904,178.3237903,177.9139153,177.5019101,177.0878191,176.671686,176.2535541,175.8334661,175.4114646,174.9875914
M,Balsam fir,2,1,0,3.139662461,6.334449498,9.524587583,12.6971164,15.84595403,18.96761423,22.05988734,25.12128988,28.15079218,31.14766757,34.11140181,37.04163542,39.93812504,42.8007166,45.62932606,48.42392526,51.1845312,53.91119788,56.60400984,59.26307709,61.88853104,64.48052117,67.03921229,69.56478229,72.05742023,74.5173248,76.94470287,79.33976842,81.70274152,84.03384745,86.33331597,88.60138069,90.83827847,93.04424892,95.21953398,97.36437754,99.47902503,101.5637232,103.6187197,105.6442631,107.6406024,109.6079868,111.5466658,113.4568889,115.3389054,117.1929644,119.0193143,120.8182032,122.5898787,124.3345874,126.0525753,127.7440875,129.4093682,131.0486604,132.6622062,134.2502468,135.8130219,137.3507702,138.8637292,140.3521349,141.8162223,143.256225,144.672375,146.0649033,147.4340393,148.780011,150.1030449,151.4033663,152.6811987,153.9367644,155.1702841,156.3819771,157.572061,158.740752,159.8882649,161.0148129,162.1206076,163.2058592,164.2707762,165.3155657,166.3404334,167.3455832,168.3312175,169.2975375,170.2447424,171.1730303,172.0825975,172.9736389,173.8463478,174.7009161,175.5375341,176.3563906,177.1576731,177.9415672,178.7082574,179.4579266,180.1907561,180.9069258,181.6066143,182.2899985,182.957254,183.6085548,184.2440737,184.8639818,185.4684491,186.0576438,186.631733,187.1908823,187.7352558,188.2650164,188.7803255,189.2813432,189.7682281,190.2411377,190.7002278,191.1456532,191.5775673,191.9961219,192.4014679,192.7937546,193.1731301,193.5397412,193.8937335,194.2352512,194.5644373,194.8814335,195.1863804,195.4794171,195.7606818,196.0303113,196.288441,196.5352055,196.7707378,196.9951701,197.2086331,197.4112565,197.6031688,197.7844974,197.9553683,198.1159067,198.2662365,198.4064805,198.5367603,198.6571967,198.767909,198.8690156,198.960634,199.0428802,199.1158696,199.1797162,199.2345331,199.2804323,199.3175249,199.3459208,199.365729,199.3770574,199.3800129,199.3747016,199.3612284,199.3396973,199.3102112,199.2728723,199.2277817,199.1750394,199.1147448,199.046996,198.9718905,198.8895246,198.7999938,198.7033928,198.5998153,198.4893541,198.3721011,198.2481474,198.1175832,197.9804979,197.8369798,197.6871166,197.5309951,197.3687013,197.2003202,197.0259361,196.8456326,196.6594923,196.4675971,196.2700281,196.0668655,195.8581888,195.6440768,195.4246074,195.1998579,194.9699047,194.7348234,194.494689,194.2495757,193.999557,193.7447056,193.4850936,193.2207922,192.9518722,192.6784032,192.4004547,192.1180951,191.8313921,191.5404131,191.2452244,190.9458918,190.6424806,190.3350551,190.0236793,189.7084163,189.3893288,189.0664785,188.7399268,188.4097343,188.0759612,187.7386668,187.39791,187.053749,186.7062414,186.3554442,186.001414,185.6442065,185.283877,184.9204804,184.5540706,184.1847013,183.8124255,183.4372957,183.0593638,182.6786812,182.2952987,181.9092667,181.5206349,181.1294525,180.7357684,180.3396306,179.941087,179.5401847,179.1369705,178.7314904,178.3237903,177.9139153,177.5019101,177.0878191,176.671686,176.2535541,175.8334661,175.4114646,174.9875914
P,Balsam fir,3,1,0,3.139662461,6.334449498,9.524587583,12.6971164,15.84595403,18.96761423,22.05988734,25.12128988,28.15079218,31.14766757,34.11140181,37.04163542,39.93812504,42.8007166,45.62932606,48.42392526,51.1845312,53.91119788,56.60400984,59.26307709,61.88853104,64.48052117,67.03921229,69.56478229,72.05742023,74.5173248,76.94470287,79.33976842,81.70274152,84.03384745,86.33331597,88.60138069,90.83827847,93.04424892,95.21953398,97.36437754,99.47902503,101.5637232,103.6187197,105.6442631,107.6406024,109.6079868,111.5466658,113.4568889,115.3389054,117.1929644,119.0193143,120.8182032,122.5898787,124.3345874,126.0525753,127.7440875,129.4093682,131.0486604,132.6622062,134.2502468,135.8130219,137.3507702,138.8637292,140.3521349,141.8162223,143.256225,144.672375,146.0649033,147.4340393,148.780011,150.1030449,151.4033663,152.6811987,153.9367644,155.1702841,156.3819771,157.572061,158.740752,159.8882649,161.0148129,162.1206076,163.2058592,164.2707762,165.3155657,166.3404334,167.3455832,168.3312175,169.2975375,170.2447424,171.1730303,172.0825975,172.9736389,173.8463478,174.7009161,175.5375341,176.3563906,177.1576731,177.9415672,178.7082574,179.4579266,180.1907561,180.9069258,181.6066143,182.2899985,182.957254,183.6085548,184.2440737,184.8639818,185.4684491,186.0576438,186.631733,187.1908823,187.7352558,188.2650164,188.7803255,189.2813432,189.7682281,190.2411377,190.7002278,191.1456532,191.5775673,191.9961219,192.4014679,192.7937546,193.1731301,193.5397412,193.8937335,194.2352512,194.5644373,194.8814335,195.1863804,195.4794171,195.7606818,196.0303113,196.288441,196.5352055,196.7707378,196.9951701,197.2086331,197.4112565,197.6031688,197.7844974,197.9553683,198.1159067,198.2662365,198.4064805,198.5367603,198.6571967,198.767909,198.8690156,198.960634,199.0428802,199.1158696,199.1797162,199.2345331,199.2804323,199.3175249,199.3459208,199.365729,199.3770574,199.3800129,199.3747016,199.3612284,199.3396973,199.3102112,199.2728723,199.2277817,199.1750394,199.1147448,199.046996,198.9718905,198.8895246,198.7999938,198.7033928,198.5998153,198.4893541,198.3721011,198.2481474,198.1175832,197.9804979,197.8369798,197.6871166,197.5309951,197.3687013,197.2003202,197.0259361,196.8456326,196.6594923,196.4675971,196.2700281,196.0668655,195.8581888,195.6440768,195.4246074,195.1998579,194.9699047,194.7348234,194.494689,194.2495757,193.999557,193.7447056,193.4850936,193.2207922,192.9518722,192.6784032,192.4004547,192.1180951,191.8313921,191.5404131,191.2452244,190.9458918,190.6424806,190.3350551,190.0236793,189.7084163,189.3893288,189.0664785,188.7399268,188.4097343,188.0759612,187.7386668,187.39791,187.053749,186.7062414,186.3554442,186.001414,185.6442065,185.283877,184.9204804,184.5540706,184.1847013,183.8124255,183.4372957,183.0593638,182.6786812,182.2952987,181.9092667,181.5206349,181.1294525,180.7357684,180.3396306,179.941087,179.5401847,179.1369705,178.7314904,178.3237903,177.9139153,177.5019101,177.0878191,176.671686,176.2535541,175.8334661,175.4114646,174.9875914
G,Balsam poplar,1,2,0,1.124905263,3.192929771,5.842892085,8.933393322,12.37764601,16.11419543,20.09608822,24.2857147,28.65196876,33.16852532,37.81271997,42.56478099,47.40728031,52.32472774,57.30326257,62.33041366,67.39490895,72.48652183,77.59594509,82.71468632,87.83498008,92.94971325,98.05236121,103.1369326,108.1979212,113.2302642,118.2293045,123.1907583,128.1106856,132.9854639,137.8117645,142.5865313,147.3069615,151.9704879,156.5747627,161.117643,165.5971774,170.0115933,174.3592858,178.6388069,182.8488555,186.988269,191.056014,195.0511792,198.9729674,202.8206892,206.5937562,210.2916751,213.9140422,217.4605381,220.9309225,224.3250297,227.6427642,230.8840967,234.0490599,237.1377448,240.1502977,243.0869161,245.9478466,248.7333809,251.4438538,254.0796401,256.6411524,259.1288384,261.5431791,263.884686,266.1538997,268.3513878,270.4777427,272.5335803,274.5195384,276.4362745,278.284465,280.0648034,281.7779992,283.4247764,285.0058721,286.5220359,287.9740284,289.3626201,290.6885906,291.9527276,293.1558258,294.2986864,295.382116,296.4069259,297.3739312,298.2839505,299.1378049,299.9363174,300.6803123,301.3706147,302.00805,302.5934433,303.1276188,303.6113996,304.0456068,304.4310598,304.7685753,305.058967,305.3030456,305.501618,305.6554874,305.7654527,305.8323083,305.8568441,305.8398447,305.7820896,305.684353,305.5474033,305.3720031,305.1589089,304.9088712,304.622634,304.3009349,303.9445047,303.5540676,303.1303409,302.6740348,302.1858527,301.6664905,301.116637,300.5369737,299.9281747,299.2909065,298.6258283,297.9335917,297.2148405,296.4702112,295.7003324,294.905825,294.0873024,293.2453702,292.3806262,291.4936606,290.5850557,289.6553862,288.7052191,287.7351137,286.7456216,285.7372866,284.710645,283.6662255,282.6045491,281.5261294,280.4314721,279.3210759,278.1954316,277.055023,275.9003261,274.7318098,273.5499357,272.3551582,271.1479244,269.9286743,268.6978408,267.4558498,266.2031202,264.940064,263.6670863,262.3845854,261.0929528,259.7925734,258.4838254,257.1670806,255.842704,254.5110544,253.172484,251.827339,250.4759591,249.1186778,247.7558227,246.387715,245.0146704,243.6369981,242.2550019,240.8689795,239.4792231,238.0860192,236.6896486,235.2903866,233.8885031,232.4842626,231.0779242,229.6697418,228.2599642,226.8488348,225.4365921,224.0234698,222.6096963,221.1954954,219.7810859,218.366682,216.9524932,215.5387245,214.125576,212.7132437,211.301919,209.891789,208.4830364,207.0758398,205.6703735,204.2668078,202.8653089,201.466039,200.0691563,198.6748153,197.2831666,195.8943568,194.5085293,193.1258234,191.746375,190.3703165,188.9977768,187.6288813,186.263752,184.9025079,183.5452644,182.1921338,180.8432252,179.4986447,178.1584953,176.8228771,175.4918869,174.165619,172.8441647,171.5276125,170.2160479,168.9095542,167.6082116,166.3120979,165.0212883,163.7358553,162.4558692,161.1813976,159.9125059,158.6492571,157.3917119,156.1399287,154.8939636,153.6538706,152.4197017,151.1915066,149.969333,148.7532265,147.5432308,146.3393878,145.1417371,143.9503168,142.765163
M,Balsam poplar,2,2,0,1.124905263,3.192929771,5.842892085,8.933393322,12.37764601,16.11419543,20.09608822,24.2857147,28.65196876,33.16852532,37.81271997,42.56478099,47.40728031,52.32472774,57.30326257,62.33041366,67.39490895,72.48652183,77.59594509,82.71468632,87.83498008,92.94971325,98.05236121,103.1369326,108.1979212,113.2302642,118.2293045,123.1907583,128.1106856,132.9854639,137.8117645,142.5865313,147.3069615,151.9704879,156.5747627,161.117643,165.5971774,170.0115933,174.3592858,178.6388069,182.8488555,186.988269,191.056014,195.0511792,198.9729674,202.8206892,206.5937562,210.2916751,213.9140422,217.4605381,220.9309225,224.3250297,227.6427642,230.8840967,234.0490599,237.1377448,240.1502977,243.0869161,245.9478466,248.7333809,251.4438538,254.0796401,256.6411524,259.1288384,261.5431791,263.884686,266.1538997,268.3513878,270.4777427,272.5335803,274.5195384,276.4362745,278.284465,280.0648034,281.7779992,283.4247764,285.0058721,286.5220359,287.9740284,289.3626201,290.6885906,291.9527276,293.1558258,294.2986864,295.382116,296.4069259,297.3739312,298.2839505,299.1378049,299.9363174,300.6803123,301.3706147,302.00805,302.5934433,303.1276188,303.6113996,304.0456068,304.4310598,304.7685753,305.058967,305.3030456,305.501618,305.6554874,305.7654527,305.8323083,305.8568441,305.8398447,305.7820896,305.684353,305.5474033,305.3720031,305.1589089,304.9088712,304.622634,304.3009349,303.9445047,303.5540676,303.1303409,302.6740348,302.1858527,301.6664905,301.116637,300.5369737,299.9281747,299.2909065,298.6258283,297.9335917,297.2148405,296.4702112,295.7003324,294.905825,294.0873024,293.2453702,292.3806262,291.4936606,290.5850557,289.6553862,288.7052191,287.7351137,286.7456216,285.7372866,284.710645,283.6662255,282.6045491,281.5261294,280.4314721,279.3210759,278.1954316,277.055023,275.9003261,274.7318098,273.5499357,272.3551582,271.1479244,269.9286743,268.6978408,267.4558498,266.2031202,264.940064,263.6670863,262.3845854,261.0929528,259.7925734,258.4838254,257.1670806,255.842704,254.5110544,253.172484,251.827339,250.4759591,249.1186778,247.7558227,246.387715,245.0146704,243.6369981,242.2550019,240.8689795,239.4792231,238.0860192,236.6896486,235.2903866,233.8885031,232.4842626,231.0779242,229.6697418,228.2599642,226.8488348,225.4365921,224.0234698,222.6096963,221.1954954,219.7810859,218.366682,216.9524932,215.5387245,214.125576,212.7132437,211.301919,209.891789,208.4830364,207.0758398,205.6703735,204.2668078,202.8653089,201.466039,200.0691563,198.6748153,197.2831666,195.8943568,194.5085293,193.1258234,191.746375,190.3703165,188.9977768,187.6288813,186.263752,184.9025079,183.5452644,182.1921338,180.8432252,179.4986447,178.1584953,176.8228771,175.4918869,174.165619,172.8441647,171.5276125,170.2160479,168.9095542,167.6082116,166.3120979,165.0212883,163.7358553,162.4558692,161.1813976,159.9125059,158.6492571,157.3917119,156.1399287,154.8939636,153.6538706,152.4197017,151.1915066,149.969333,148.7532265,147.5432308,146.3393878,145.1417371,143.9503168,142.765163
P,Balsam poplar,3,2,0,1.124905263,3.192929771,5.842892085,8.933393322,12.37764601,16.11419543,20.09608822,24.2857147,28.65196876,33.16852532,37.81271997,42.56478099,47.40728031,52.32472774,57.30326257,62.33041366,67.39490895,72.48652183,77.59594509,82.71468632,87.83498008,92.94971325,98.05236121,103.1369326,108.1979212,113.2302642,118.2293045,123.1907583,128.1106856,132.9854639,137.8117645,142.5865313,147.3069615,151.9704879,156.5747627,161.117643,165.5971774,170.0115933,174.3592858,178.6388069,182.8488555,186.988269,191.056014,195.0511792,198.9729674,202.8206892,206.5937562,210.2916751,213.9140422,217.4605381,220.9309225,224.3250297,227.6427642,230.8840967,234.0490599,237.1377448,240.1502977,243.0869161,245.9478466,248.7333809,251.4438538,254.0796401,256.6411524,259.1288384,261.5431791,263.884686,266.1538997,268.3513878,270.4777427,272.5335803,274.5195384,276.4362745,278.284465,280.0648034,281.7779992,283.4247764,285.0058721,286.5220359,287.9740284,289.3626201,290.6885906,291.9527276,293.1558258,294.2986864,295.382116,296.4069259,297.3739312,298.2839505,299.1378049,299.9363174,300.6803123,301.3706147,302.00805,302.5934433,303.1276188,303.6113996,304.0456068,304.4310598,304.7685753,305.058967,305.3030456,305.501618,305.6554874,305.7654527,305.8323083,305.8568441,305.8398447,305.7820896,305.684353,305.5474033,305.3720031,305.1589089,304.9088712,304.622634,304.3009349,303.9445047,303.5540676,303.1303409,302.6740348,302.1858527,301.6664905,301.116637,300.5369737,299.9281747,299.2909065,298.6258283,297.9335917,297.2148405,296.4702112,295.7003324,294.905825,294.0873024,293.2453702,292.3806262,291.4936606,290.5850557,289.6553862,288.7052191,287.7351137,286.7456216,285.7372866,284.710645,283.6662255,282.6045491,281.5261294,280.4314721,279.3210759,278.1954316,277.055023,275.9003261,274.7318098,273.5499357,272.3551582,271.1479244,269.9286743,268.6978408,267.4558498,266.2031202,264.940064,263.6670863,262.3845854,261.0929528,259.7925734,258.4838254,257.1670806,255.842704,254.5110544,253.172484,251.827339,250.4759591,249.1186778,247.7558227,246.387715,245.0146704,243.6369981,242.2550019,240.8689795,239.4792231,238.0860192,236.6896486,235.2903866,233.8885031,232.4842626,231.0779242,229.6697418,228.2599642,226.8488348,225.4365921,224.0234698,222.6096963,221.1954954,219.7810859,218.366682,216.9524932,215.5387245,214.125576,212.7132437,211.301919,209.891789,208.4830364,207.0758398,205.6703735,204.2668078,202.8653089,201.466039,200.0691563,198.6748153,197.2831666,195.8943568,194.5085293,193.1258234,191.746375,190.3703165,188.9977768,187.6288813,186.263752,184.9025079,183.5452644,182.1921338,180.8432252,179.4986447,178.1584953,176.8228771,175.4918869,174.165619,172.8441647,171.5276125,170.2160479,168.9095542,167.6082116,166.3120979,165.0212883,163.7358553,162.4558692,161.1813976,159.9125059,158.6492571,157.3917119,156.1399287,154.8939636,153.6538706,152.4197017,151.1915066,149.969333,148.7532265,147.5432308,146.3393878,145.1417371,143.9503168,142.765163
G,Black spruce,1,3,0,0.850481187,2.023293952,3.345612551,4.766646884,6.259067857,7.80529581,9.392892036,11.01251283,12.65684549,14.31999388,15.99709592,17.68407159,19.37744924,21.07424153,22.77185419,24.4680171,26.16073125,27.84822707,29.52893116,31.20143945,32.86449516,34.51697055,36.15785169,37.78622556,39.40126909,41.0022398,42.58846762,44.15934791,45.71433528,47.25293817,48.77471409,50.27926543,51.76623562,53.23530582,54.68619189,56.11864167,57.5324325,58.92736907,60.30328131,61.66002261,62.99746813,64.31551326,65.61407221,66.89307671,68.15247485,69.39222991,70.61231944,71.81273422,72.99347745,74.15456393,75.2960193,76.41787931,77.52018922,78.60300313,79.66638348,80.71040043,81.73513144,82.74066073,83.72707889,84.69448246,85.6429735,86.57265928,87.48365189,88.37606796,89.25002829,90.10565764,90.94308437,91.76244028,92.56386026,93.34748216,94.11344649,94.86189628,95.59297683,96.30683557,97.00362185,97.68348678,98.3465831,98.993065,99.62308799,100.2368087,100.834385,101.4159755,101.9817397,102.5318378,103.0664307,103.5856796,104.0897462,104.5787927,105.0529814,105.5124746,105.9574349,106.3880249,106.8044071,107.2067437,107.595197,107.9699289,108.331101,108.6788745,109.0134104,109.3348689,109.64341,109.9391931,110.2223769,110.4931194,110.7515783,110.9979103,111.2322714,111.4548169,111.6657014,111.8650784,112.0531008,112.2299207,112.395689,112.5505559,112.6946707,112.8281816,112.9512359,113.06398,113.166559,113.2591174,113.3417984,113.4147441,113.4780957,113.5319933,113.5765759,113.6119813,113.6383465,113.655807,113.6644975,113.6645515,113.6561013,113.639278,113.6142119,113.5810318,113.5398656,113.4908399,113.4340801,113.3697108,113.297855,113.2186349,113.1321713,113.038584,112.9379917,112.8305118,112.7162605,112.5953531,112.4679036,112.3340248,112.1938285,112.0474253,111.8949246,111.7364347,111.5720629,111.4019152,111.2260966,111.0447109,110.8578608,110.665648,110.4681729,110.2655349,110.0578324,109.8451626,109.6276217,109.4053047,109.1783055,108.9467173,108.7106317,108.4701397,108.225331,107.9762944,107.7231174,107.4658869,107.2046885,106.9396067,106.6707253,106.3981268,106.1218929,105.8421042,105.5588404,105.2721801,104.9822012,104.6889803,104.3925933,104.093115,103.7906194,103.4851795,103.1768673,102.865754,102.5519099,102.2354044,101.9163058,101.5946818,101.2705991,100.9441235,100.6153199,100.2842525,99.95098451,99.61557837,99.27809567,98.93859716,98.59714277,98.25379165,97.9086021,97.56163167,97.21293708,96.8625743,96.51059851,96.15706412,95.80202479,95.44553342,95.08764216,94.72840243,94.36786493,94.0060796,93.6430957,93.27896177,92.91372563,92.54743443,92.18013461,91.81187194,91.44269152,91.07263776,90.70175443,90.33008465,89.95767086,89.5845549,89.21077795,88.83638057,88.4614027,88.08588366,87.70986218,87.33337637,86.95646375,86.57916125,86.20150524,85.82353148,85.44527518,85.06677099,84.688053,84.30915475,83.93010923,83.55094889,83.17170566,82.79241094,82.41309561,82.03379003,81.65452404,81.27532702,80.8962278,80.51725476
M,Black spruce,2,3,0,0.287469139,0.79983221,1.447522522,2.196744995,3.027133058,3.924453435,4.877941099,5.879042377,6.920728458,7.997082023,9.103030204,10.23416264,11.3866022,12.55690997,13.74201343,14.93915089,16.14582757,17.3597804,18.57894925,19.80145314,21.02557045,22.24972206,23.47245706,24.69244047,25.90844249,27.11932926,28.32405463,29.52165294,30.71123263,31.89197046,33.06310638,34.22393895,35.37382112,36.51215643,37.6383956,38.75203333,39.85260546,40.93968631,42.01288623,43.07184936,44.11625157,45.14579851,46.16022386,47.15928761,48.14277459,49.11049297,50.06227294,50.99796542,51.91744093,52.82058843,53.7073143,54.57754139,55.43120803,56.26826725,57.08868589,57.89244385,58.67953338,59.44995838,60.20373374,60.94088471,61.66144635,62.36546296,63.05298755,63.72408133,64.37881326,65.01725959,65.63950343,66.24563434,66.83574796,67.40994561,67.96833398,68.51102476,69.03813436,69.54978356,70.04609727,70.52720422,70.99323671,71.44433037,71.88062391,72.30225888,72.7093795,73.1021324,73.48066645,73.84513257,74.19568353,74.53247383,74.85565947,75.16539785,75.46184757,75.74516834,76.01552082,76.27306648,76.51796748,76.75038657,76.97048698,77.17843229,77.37438632,77.55851307,77.73097663,77.89194103,78.04157021,78.18002795,78.30747775,78.42408277,78.53000579,78.62540912,78.71045454,78.78530323,78.85011574,78.90505193,78.95027091,78.98593098,79.01218962,79.02920343,79.03712806,79.03611823,79.02632765,79.00790901,78.98101392,78.94579291,78.90239539,78.85096963,78.7916627,78.72462052,78.64998775,78.56790785,78.478523,78.38197413,78.27840086,78.16794153,78.05073316,77.92691143,77.79661069,77.65996394,77.51710283,77.36815765,77.21325729,77.05252928,76.88609979,76.71409355,76.53663395,76.35384295,76.16584113,75.97274768,75.77468037,75.57175559,75.36408833,75.15179218,74.93497933,74.71376059,74.48824537,74.2585417,74.02475623,73.78699423,73.54535959,73.29995483,73.05088113,72.79823828,72.54212474,72.28263763,72.01987271,71.75392443,71.4848859,71.21284894,70.93790404,70.66014039,70.37964591,70.09650721,69.81080965,69.52263731,69.23207303,68.93919838,68.64409371,68.34683816,68.04750961,67.74618478,67.44293915,67.13784705,66.83098161,66.5224148,66.21221743,65.90045919,65.58720859,65.27253306,64.95649888,64.63917126,64.32061431,64.00089103,63.68006339,63.35819227,63.03533753,62.71155797,62.38691137,62.0614545,61.73524312,61.408332,61.08077492,60.75262469,60.42393318,60.09475127,59.76512895,59.43511523,59.10475825,58.7741052,58.44320242,58.11209532,57.78082846,57.44944554,57.1179894,56.78650203,56.45502459,56.12359744,55.79226008,55.46105127,55.13000893,54.79917022,54.46857154,54.13824849,53.80823597,53.47856811,53.14927831,52.82039925,52.49196291,52.16400056,51.83654277,51.50961944,51.1832598,50.85749241,50.53234516,50.20784533,49.88401953,49.56089376,49.2384934,48.91684322,48.59596739,48.27588949,47.95663252,47.63821889,47.32067046,47.00400853,46.68825385,46.37342662,46.05954654,45.74663273,45.43470385,45.12377802,44.81387286,44.50500551,44.19719262,43.89045035
